hair-a	200	4099	0	Facebook	https://www.facebook.com/groups/883708115725466/search/?q=salon
hair-b	200	4099	0	Facebook	https://www.facebook.com/groups/883708115725466/search/?q=color
head-a	200	4159	0	Facebook	https://www.facebook.com/groups/1009094707502364/search/?q=head%20spa
cos-a	200	4099	0	Facebook	https://www.facebook.com/groups/298843470774882/search/?q=salon
