01	200	6010	22 comments	Headspa Owners- USA | Hello! Wondering the difference between a “head spa” and a song shampoo treatment service at a salon | Facebook	https://www.facebook.com/groups/1009094707502364/posts/1125682182510282/
02	200	8182	32 comments	Headspa Owners- USA | Has anyone bought this exact head spa from salon & spa wholesaler if so, do you recommend it and is it easy to work with | Facebook	https://www.facebook.com/groups/1009094707502364/posts/1228161935595639/
03	200	4880	23 comments	Headspa Owners- USA | What license do I need to do head spa | Facebook	https://www.facebook.com/groups/1009094707502364/posts/1121694199575747/
